algorithm,operation,size,reps,trim_pct,trim_wall_s_raw,std_wall_s_raw,trim_cpu_s_raw,std_cpu_s_raw,trim_wall_s_base,std_wall_s_base,trim_cpu_s_base,std_cpu_s_base,net_wall_s,std_net_wall_s,net_cpu_s,std_net_cpu_s,trim_mem_mb,std_mem_mb
mldsa87,all,100000000,100,15,1.082282606,0.000651654,1.077521000,0.000618119,0.064040882,0.000193917,0.060525286,0.000154536,1.018241724,0.000679895,1.016995714,0.000637144,311.037249829,0.057216533
mldsa87,all,1000000000,100,15,10.569303032,0.003506438,10.562970914,0.003453305,0.584266745,0.000510125,0.580509029,0.000457413,9.985036287,0.003543351,9.982461885,0.003483467,3016.386735543,0.030274094
mldsa65,keygen,-,100,15,0.011964873,0.000119165,0.008534329,0.000051262,0.009269743,0.000140245,0.006122271,0.000044401,0.002695130,0.000184035,0.002412058,0.000067818,9.976568686,0.027750148
mldsa65,sign,10000000,100,15,0.085943718,0.000200036,0.081276243,0.000122462,0.033707082,0.000190190,0.029805086,0.000084148,0.052236636,0.000276019,0.051471157,0.000148586,40.639868343,0.019016497
mldsa65,sign,100000000,100,15,0.596206795,0.000509513,0.591432914,0.000515162,0.082747137,0.000250039,0.078785214,0.000221053,0.513459658,0.000567559,0.512647700,0.000560586,311.166800457,0.017815676
mldsa65,sign,1000000000,100,15,5.597930175,0.001790881,5.592024200,0.001800322,0.602657916,0.000463647,0.598526600,0.000448568,4.995272259,0.001849925,4.993497600,0.001855363,3016.474565486,0.028527610
mldsa65,verify,10000000,100,15,0.084810010,0.000168916,0.080301529,0.000103764,0.033742356,0.000166424,0.029827414,0.000087595,0.051067654,0.000237128,0.050474115,0.000135793,40.386442971,0.024713843
mldsa65,verify,100000000,100,15,0.595200443,0.000416344,0.590547129,0.000369812,0.082768949,0.000237761,0.078823486,0.000199422,0.512431494,0.000479450,0.511723643,0.000420155,310.913550629,0.021370904
mldsa65,verify,1000000000,100,15,5.600598785,0.001854230,5.594893414,0.001829008,0.603158094,0.000734567,0.598938543,0.000701410,4.997440691,0.001994432,4.995954871,0.001958889,3016.225411657,0.022785687
mldsa65,all,10000000,100,15,0.117573916,0.000163646,0.113833000,0.000116927,0.014725272,0.000118012,0.011568186,0.000085303,0.102848644,0.000201759,0.102264814,0.000144736,40.553325714,0.031101647
mldsa65,all,100000000,100,15,1.081859405,0.000502609,1.077073557,0.000495634,0.064049637,0.000228898,0.060506629,0.000198540,1.017809768,0.000552277,1.016566928,0.000533921,311.014955886,0.045612687
mldsa65,all,1000000000,100,15,10.572549126,0.003770982,10.566231457,0.003768906,0.584946484,0.000814596,0.581184171,0.000759055,9.987602642,0.003857962,9.985047286,0.003844583,3016.333546057,0.032271805
mldsa44,keygen,-,100,15,0.011982005,0.000130051,0.008498657,0.000055761,0.009362841,0.000094976,0.006137871,0.000049241,0.002619164,0.000161039,0.002360786,0.000074391,9.970541714,0.025180906
mldsa44,sign,10000000,100,15,0.085833576,0.000180108,0.081192100,0.000135674,0.033599623,0.000147619,0.029760471,0.000078678,0.052233953,0.000232874,0.051431629,0.000156836,40.641974857,0.024645511
mldsa44,sign,100000000,100,15,0.596376840,0.000906014,0.591593057,0.000875816,0.082716373,0.000247547,0.078774929,0.000199165,0.513660467,0.000939224,0.512818128,0.000898176,311.159252114,0.018440813
mldsa44,sign,1000000000,100,15,5.596261345,0.003024174,5.590398957,0.002993616,0.603345483,0.000636466,0.599261429,0.000615725,4.992915862,0.003090423,4.991137528,0.003056281,3016.474858057,0.023105874
mldsa44,verify,10000000,100,15,0.084680915,0.000188172,0.080272971,0.000117356,0.033799405,0.000138299,0.029819414,0.000064651,0.050881510,0.000233528,0.050453557,0.000133986,40.378777600,0.024852948
mldsa44,verify,100000000,100,15,0.595407035,0.000618245,0.590835986,0.000610026,0.082757572,0.000239191,0.078793357,0.000206486,0.512649463,0.000662902,0.512042629,0.000644025,310.900736000,0.014919858
mldsa44,verify,1000000000,100,15,5.597848684,0.001905644,5.592253143,0.001938495,0.603613917,0.000597906,0.599469429,0.000545483,4.994234767,0.001997241,4.992783714,0.002013781,3016.220613486,0.020096234
mldsa44,all,10000000,100,15,0.117432177,0.000155379,0.113775800,0.000105601,0.014754927,0.000109963,0.011569171,0.000061305,0.102677250,0.000190354,0.102206629,0.000122106,40.552974629,0.020189094
mldsa44,all,100000000,100,15,1.081795928,0.000722513,1.076932386,0.000737618,0.064045668,0.000246513,0.060512257,0.000215248,1.017750260,0.000763409,1.016420129,0.000768383,310.990848000,0.055221748
mldsa44,all,1000000000,100,15,10.560189670,0.002904382,10.553740557,0.002930352,0.584798170,0.000504366,0.581031043,0.000498553,9.975391500,0.002947850,9.972709514,0.002972460,3016.324008229,0.031218997
falcon512,keygen,-,100,15,0.020263867,0.000822372,0.016713500,0.000848916,0.009317079,0.000112132,0.006112257,0.000041442,0.010946788,0.000829982,0.010601243,0.000849927,10.236430629,0.034929626
falcon512,sign,10000000,100,15,0.086043969,0.000198000,0.081338086,0.000100311,0.033573934,0.000167926,0.029763914,0.000094283,0.052470035,0.000259621,0.051574172,0.000137665,40.727581257,0.094761760
falcon512,sign,100000000,100,15,0.596293785,0.000483668,0.591481314,0.000496640,0.082816457,0.000310560,0.078803357,0.000265580,0.513477328,0.000574789,0.512677957,0.000563191,311.239358171,0.081685098
falcon512,sign,1000000000,100,15,5.593028201,0.001685216,5.587153186,0.001728309,0.603293735,0.000471236,0.599170686,0.000471840,4.989734466,0.001749862,4.987982500,0.001791559,3016.496040229,0.029248479
falcon512,verify,10000000,100,15,0.084795653,0.000156675,0.080196757,0.000098541,0.033664026,0.000161314,0.029770514,0.000092056,0.051131627,0.000224876,0.050426243,0.000134850,40.609148343,0.029320913
falcon512,verify,100000000,100,15,0.595236177,0.000473376,0.590537029,0.000453075,0.082689050,0.000272205,0.078798100,0.000246644,0.512547127,0.000546059,0.511738929,0.000515859,311.118877257,0.050789038
falcon512,verify,1000000000,100,15,5.596152276,0.002068308,5.590423186,0.002105270,0.603395588,0.000592901,0.599308457,0.000590217,4.992756688,0.002151611,4.991114729,0.002186440,3016.263797029,0.055882479
falcon512,all,10000000,100,15,0.126171940,0.001227579,0.122416200,0.001177584,0.014774890,0.000120434,0.011578143,0.000063685,0.111397050,0.001233473,0.110838057,0.001179305,40.694930286,0.023546699
falcon512,all,100000000,100,15,1.090694842,0.001469447,1.085684157,0.001429512,0.063962188,0.000233933,0.060507786,0.000173530,1.026732654,0.001487951,1.025176371,0.001440006,311.155097600,0.053059992
falcon512,all,1000000000,100,15,10.567670435,0.003442445,10.561068371,0.003418279,0.584814856,0.000518515,0.581069329,0.000525602,9.982855579,0.003481276,9.979999042,0.003458452,3016.484688457,0.024563064
falcon1024,keygen,-,100,15,0.036844332,0.002268864,0.033125443,0.002244840,0.009233440,0.000097707,0.006115300,0.000042699,0.027610892,0.002270967,0.027010143,0.002245246,10.234558171,0.032780771
falcon1024,sign,10000000,100,15,0.086363804,0.000206584,0.081762157,0.000103219,0.033587990,0.000167942,0.029766043,0.000092801,0.052775814,0.000266236,0.051996114,0.000138803,40.890836114,0.025427377
falcon1024,sign,100000000,100,15,0.597262245,0.000596020,0.592429100,0.000574827,0.082686731,0.000271280,0.078798429,0.000223453,0.514575514,0.000654853,0.513630671,0.000616731,311.396000914,0.041134707
falcon1024,sign,1000000000,100,15,5.598234823,0.001935067,5.592336586,0.001967810,0.603480637,0.000581547,0.599411557,0.000585113,4.994754186,0.002020565,4.992925029,0.002052957,3016.721788343,0.033055516
falcon1024,verify,10000000,100,15,0.084879368,0.000210733,0.080256286,0.000111659,0.033711093,0.000170051,0.029803243,0.000092912,0.051168275,0.000270787,0.050453043,0.000145260,40.613888000,0.034182569
falcon1024,verify,100000000,100,15,0.595187724,0.000506021,0.590424743,0.000452181,0.082627667,0.000274750,0.078722857,0.000225093,0.512560057,0.000575799,0.511701886,0.000505108,311.143804343,0.027899518
falcon1024,verify,1000000000,100,15,5.594933662,0.002268378,5.589296671,0.002196560,0.603408137,0.000566643,0.599334300,0.000552882,4.991525525,0.002338081,4.989962371,0.002265073,3016.279186286,0.065410317
falcon1024,all,10000000,100,15,0.143140146,0.002017330,0.139326029,0.001948056,0.014732756,0.000122447,0.011552629,0.000059125,0.128407390,0.002021043,0.127773400,0.001948953,40.755141486,0.017045775
falcon1024,all,100000000,100,15,1.107794987,0.001890482,1.102808971,0.001869775,0.064069403,0.000236080,0.060533086,0.000218024,1.043725584,0.001905166,1.042275885,0.001882443,311.225431771,0.057361685
falcon1024,all,1000000000,100,15,10.583869126,0.004224620,10.577280157,0.004245423,0.585040543,0.000707449,0.581273343,0.000644710,9.998828583,0.004283445,9.996006814,0.004294097,3016.548878629,0.037475203
RSA,keygen,-,100,15,0.195519298,0.053762492,0.192037343,0.053709361,0.009270279,0.000113878,0.006130700,0.000043401,0.186249019,0.053762613,0.185906643,0.053709379,9.376036571,0.003776095
RSA,sign,10000000,100,15,0.045290843,0.000166553,0.041236300,0.000088569,0.033284885,0.000134542,0.029495886,0.000073438,0.012005958,0.000214106,0.011740414,0.000115055,19.859748571,0.052131570
RSA,sign,100000000,100,15,0.176117658,0.000318773,0.171841643,0.000256606,0.082360370,0.000285421,0.078468443,0.000249676,0.093757288,0.000427880,0.093373200,0.000358029,110.037752686,0.055026754
RSA,sign,1000000000,100,15,1.510853740,0.000603072,1.506035471,0.000542583,0.603140985,0.000463480,0.599094571,0.000442465,0.907712755,0.000760598,0.906940900,0.000700123,1011.637277257,0.058976293
RSA,verify,10000000,100,15,0.043246400,0.000152099,0.039159571,0.000087833,0.033271788,0.000163545,0.029516814,0.000072865,0.009974612,0.000223341,0.009642757,0.000114122,19.647049143,0.006904664
RSA,verify,100000000,100,15,0.174016847,0.000347614,0.169846771,0.000298627,0.082365259,0.000277268,0.078544857,0.000242902,0.091651588,0.000444649,0.091301914,0.000384941,109.819552914,0.020023679
RSA,verify,1000000000,100,15,1.508346200,0.000533901,1.503687014,0.000504993,0.603181950,0.000592652,0.599111971,0.000609115,0.905164250,0.000797676,0.904575043,0.000791226,1011.607493486,0.017134670
RSA,all,10000000,100,15,0.249196256,0.064619802,0.245499329,0.064601809,0.014773541,0.000134667,0.011550329,0.000068166,0.234422715,0.064619942,0.233949000,0.064601845,19.548218514,0.010819996
RSA,all,100000000,100,15,0.489133418,0.079833398,0.484820271,0.079798458,0.064054256,0.000204606,0.060528514,0.000195344,0.425079162,0.079833660,0.424291757,0.079798697,109.833420800,0.053829769
RSA,all,1000000000,100,15,2.604410493,0.063395162,2.599497300,0.063392127,0.584956970,0.000616373,0.581272014,0.000588624,2.019453523,0.063398158,2.018225286,0.063394860,1011.580284343,0.057401782
EC,keygen,-,100,15,0.011647090,0.000098835,0.008300886,0.000057734,0.009215286,0.000099285,0.006109271,0.000052154,0.002431804,0.000140092,0.002191615,0.000077803,9.437008457,0.018442692
EC,sign,10000000,100,15,0.043985252,0.000159618,0.040042814,0.000071631,0.033224171,0.000132467,0.029525457,0.000091166,0.010761081,0.000207426,0.010517357,0.000115941,19.871626971,0.038422123
EC,sign,100000000,100,15,0.174885196,0.000305500,0.170695929,0.000267869,0.082310824,0.000217532,0.078553286,0.000203914,0.092574372,0.000375034,0.092142643,0.000336652,110.051210971,0.044252690
EC,sign,1000000000,100,15,1.509816261,0.000709040,1.505245714,0.000692415,0.603245058,0.000579578,0.599213357,0.000530448,0.906571203,0.000915777,0.906032357,0.000872246,1011.822299429,0.048835975
EC,verify,10000000,100,15,0.043292715,0.000142132,0.039289200,0.000082073,0.033263876,0.000148463,0.029534743,0.000089491,0.010028839,0.000205530,0.009754457,0.000121427,19.644240457,0.011594379
EC,verify,100000000,100,15,0.173944237,0.000325739,0.169842443,0.000310202,0.082337990,0.000203487,0.078533657,0.000190537,0.091606247,0.000384074,0.091308786,0.000364046,109.841846857,0.034490857
EC,verify,1000000000,100,15,1.508616342,0.000647780,1.504062586,0.000646892,0.603156282,0.000638567,0.599130714,0.000583670,0.905460060,0.000909608,0.904931872,0.000871286,1011.615802514,0.035631357
EC,all,10000000,100,15,0.036306665,0.000125007,0.032708857,0.000076836,0.014796709,0.000116752,0.011569400,0.000070267,0.021509956,0.000171049,0.021139457,0.000104121,19.765365029,0.087059036
EC,all,100000000,100,15,0.249202309,0.000338068,0.244735029,0.000288441,0.064065864,0.000211583,0.060490700,0.000194163,0.185136445,0.000398820,0.184244329,0.000347703,109.942257371,0.049068681
EC,all,1000000000,100,15,2.397237265,0.000773392,2.392114429,0.000756228,0.585030142,0.000489306,0.581296014,0.000461660,1.812207123,0.000915181,1.810818415,0.000886008,1011.693860571,0.053784451
