algorithm,operation,size,reps,trim_pct,trim_wall_s_raw,std_wall_s_raw,trim_cpu_s_raw,std_cpu_s_raw,trim_wall_s_base,std_wall_s_base,trim_cpu_s_base,std_cpu_s_base,net_wall_s,std_net_wall_s,net_cpu_s,std_net_cpu_s,trim_mem_mb,std_mem_mb,failures_raw,failures_base
mldsa87,verify,256,100,15,0.209024599,0.000575429,0.191019543,0.000278885,0.202499421,0.000403304,0.184655686,0.000225446,0.006525178,0.000702690,0.006363857,0.000358612,9.494645029,0.007379110,0,0
mldsa87,verify,10000,100,15,0.209286581,0.000459230,0.191197457,0.000294662,0.202623074,0.000520308,0.184638086,0.000256378,0.006663507,0.000693983,0.006559371,0.000390583,9.492597029,0.002487244,0,0
mldsa87,verify,10000000,100,15,0.399858498,0.000812984,0.381362829,0.000611087,0.224793715,0.000508932,0.206953043,0.000315548,0.175064783,0.000959143,0.174409786,0.000687748,39.625991314,0.028313954,0,0
mldsa87,all,256,100,15,0.088338166,0.002166418,0.070346386,0.001916030,0.054413120,0.000560022,0.037803129,0.000166896,0.033925046,0.002237631,0.032543257,0.001923285,9.482415543,0.019692382,0,0
mldsa87,all,10000,100,15,0.087640368,0.001497849,0.069853000,0.001447958,0.054322590,0.000413537,0.037843143,0.000151209,0.033317778,0.001553887,0.032009857,0.001455832,9.483819886,0.019037674,0,0
mldsa87,all,10000000,100,15,0.444075615,0.002121493,0.425541143,0.001820133,0.076667574,0.000517894,0.060091229,0.000250904,0.367408041,0.002183792,0.365449914,0.001837345,39.631667200,0.017100707,0,0
mldsa65,keygen,-,100,15,0.071394195,0.000756567,0.053476814,0.000235816,0.054344268,0.000560916,0.037710729,0.000250413,0.017049927,0.000941818,0.015766085,0.000343971,9.225537829,0.022775919,0,0
mldsa65,sign,256,100,15,0.217116756,0.001561403,0.198754929,0.001374530,0.201814478,0.000479657,0.184086200,0.000244235,0.015302278,0.001633417,0.014668729,0.001396060,9.484463543,0.002672378,0,0
mldsa65,sign,10000,100,15,0.217655721,0.001858122,0.199141200,0.001600421,0.202069418,0.000518224,0.184306500,0.000259247,0.015586303,0.001929034,0.014834700,0.001621282,9.484931657,0.003747934,0,0
mldsa65,sign,10000000,100,15,0.408189310,0.002113353,0.389244086,0.001640891,0.224200405,0.000669212,0.206458986,0.000359787,0.183988905,0.002216778,0.182785100,0.001679872,39.635470629,0.019478048,0,0
mldsa65,verify,256,100,15,0.208342678,0.000581518,0.190198300,0.000353299,0.202303847,0.000541567,0.184456757,0.000319297,0.006038831,0.000794643,0.005741543,0.000476205,9.488501029,0.002283372,0,0
mldsa65,verify,10000,100,15,0.208667530,0.000566705,0.190444757,0.000320906,0.202252506,0.000540145,0.184370857,0.000236316,0.006415024,0.000782886,0.006073900,0.000398530,9.491017143,0.007087132,0,0
mldsa65,verify,10000000,100,15,0.398891770,0.000674077,0.380528514,0.000489795,0.224623349,0.000640485,0.206687057,0.000397604,0.174268421,0.000929839,0.173841457,0.000630863,39.617214171,0.034978667,0,0
mldsa65,all,256,100,15,0.085370062,0.001317656,0.067657843,0.001204432,0.054605440,0.000489013,0.037970100,0.000273938,0.030764622,0.001405472,0.029687743,0.001235192,9.474984229,0.006658552,0,0
mldsa65,all,10000,100,15,0.086250649,0.001813310,0.068422671,0.001775430,0.054686169,0.000689507,0.038064314,0.000310260,0.031564480,0.001939978,0.030358357,0.001802335,9.475569371,0.001993423,0,0
mldsa65,all,10000000,100,15,0.442906724,0.001653628,0.424490943,0.001442923,0.076810649,0.000595851,0.060200400,0.000311014,0.366096075,0.001757704,0.364290543,0.001476061,39.621076114,0.009473251,0,0
mldsa44,keygen,-,100,15,0.070824230,0.000681155,0.053116557,0.000324602,0.054440885,0.000678534,0.037779700,0.000281309,0.016383345,0.000961447,0.015336857,0.000429536,9.219744914,0.015114037,0,0
mldsa44,sign,256,100,15,0.216211943,0.001133968,0.197785229,0.000876000,0.202462103,0.000556695,0.184707629,0.000318588,0.013749840,0.001263247,0.013077600,0.000932134,9.482474057,0.003336051,0,0
mldsa44,sign,10000,100,15,0.216777726,0.001254456,0.198089400,0.000966104,0.202760673,0.000572834,0.184825914,0.000363943,0.014017053,0.001379057,0.013263486,0.001032381,9.481947429,0.002447828,0,0
mldsa44,sign,10000000,100,15,0.407379143,0.001216095,0.388343886,0.000928164,0.225030696,0.000696110,0.207114800,0.000384715,0.182348447,0.001401234,0.181229086,0.001004736,39.610543543,0.031984593,0,0
mldsa44,verify,256,100,15,0.208496551,0.000505338,0.190258229,0.000292051,0.202999864,0.000625312,0.185083814,0.000366690,0.005496687,0.000803979,0.005174415,0.000468781,9.484112457,0.002055196,0,0
mldsa44,verify,10000,100,15,0.208500680,0.000532450,0.190416786,0.000285293,0.202814706,0.000523843,0.184939743,0.000277706,0.005685974,0.000746937,0.005477043,0.000398137,9.481654857,0.009720102,0,0
mldsa44,verify,10000000,100,15,0.398974805,0.000797265,0.380459771,0.000579178,0.224864281,0.000595089,0.207106086,0.000286404,0.174110524,0.000994868,0.173353685,0.000646123,39.600537600,0.052022215,0,0
mldsa44,all,256,100,15,0.083245107,0.001353216,0.065339571,0.000993139,0.054217194,0.000521429,0.037776014,0.000187209,0.029027913,0.001450201,0.027563557,0.001010630,9.472526629,0.011940190,0,0
mldsa44,all,10000,100,15,0.083299425,0.001008049,0.065503129,0.000840004,0.054869865,0.000846135,0.038006043,0.000335766,0.028429560,0.001316095,0.027497086,0.000904625,9.473462857,0.009126641,0,0
mldsa44,all,10000000,100,15,0.439708199,0.001232971,0.421412986,0.001102184,0.076758636,0.000597221,0.060236029,0.000316554,0.362949563,0.001369996,0.361176957,0.001146741,39.545417143,0.047645017,0,0
falcon512,keygen,-,100,15,0.108299477,0.005401460,0.089862114,0.005476450,0.054309488,0.000536363,0.037707300,0.000216012,0.053989989,0.005428025,0.052154814,0.005480709,9.474867200,0.006451895,0,0
falcon512,sign,256,100,15,0.215118147,0.000717823,0.196279571,0.000357307,0.201415179,0.000499351,0.183565014,0.000319525,0.013702968,0.000874426,0.012714557,0.000479338,9.740170971,0.005217153,0,0
falcon512,sign,10000,100,15,0.215147241,0.000636086,0.196273286,0.000369530,0.201270231,0.000532133,0.183587343,0.000230418,0.013877010,0.000829320,0.012685943,0.000435482,9.742218971,0.006858225,0,0
falcon512,sign,10000000,100,15,0.406050114,0.000778265,0.386592543,0.000599479,0.223913702,0.000618734,0.205907700,0.000247846,0.182136412,0.000994248,0.180684843,0.000648693,39.859229257,0.041995752,0,0
falcon512,verify,256,100,15,0.207601036,0.000560664,0.189092729,0.000276410,0.201448386,0.000485527,0.183620271,0.000219974,0.006152650,0.000741674,0.005472458,0.000353258,9.730750171,0.026734244,0,0
falcon512,verify,10000,100,15,0.207744288,0.000532814,0.189206286,0.000322447,0.201631789,0.000462486,0.183798486,0.000275037,0.006112499,0.000705538,0.005407800,0.000423813,9.733032229,0.018079667,0,0
falcon512,verify,10000000,100,15,0.398702288,0.000791794,0.379715057,0.000531697,0.224012768,0.000690978,0.206072314,0.000401589,0.174689520,0.001050899,0.173642743,0.000666315,39.639976229,0.027595317,0,0
falcon512,all,256,100,15,0.116543968,0.004887083,0.098208586,0.004831269,0.054756883,0.000582001,0.037972657,0.000267817,0.061787085,0.004921616,0.060235929,0.004838686,9.728117029,0.026138710,0,0
falcon512,all,10000,100,15,0.117807402,0.006185555,0.099097100,0.006070028,0.054581205,0.000548795,0.037939614,0.000246134,0.063226197,0.006209852,0.061157486,0.006075016,9.733851429,0.013223396,0,0
falcon512,all,10000000,100,15,0.473845351,0.004651319,0.455202100,0.004652740,0.076894048,0.000600168,0.060374300,0.000306411,0.396951303,0.004689880,0.394827800,0.004662819,39.786144914,0.028433498,0,0
falcon1024,keygen,-,100,15,0.169846790,0.010365658,0.150999471,0.010129084,0.054370366,0.000502109,0.037894429,0.000301511,0.115476424,0.010377812,0.113105042,0.010133571,9.578613029,0.105042484,0,0
falcon1024,sign,256,100,15,0.217320174,0.000577988,0.198685843,0.000265853,0.202788264,0.000560691,0.184808400,0.000337591,0.014531910,0.000805261,0.013877443,0.000429704,9.996405029,0.027558285,0,0
falcon1024,sign,10000,100,15,0.217648162,0.000530859,0.198898486,0.000355194,0.202970432,0.000630620,0.184925529,0.000290356,0.014677730,0.000824314,0.013972957,0.000458769,9.995995429,0.023879215,0,0
falcon1024,sign,10000000,100,15,0.408869924,0.000603334,0.389792314,0.000560611,0.225303063,0.000701583,0.207287214,0.000361890,0.183566861,0.000925327,0.182505100,0.000667270,39.911248457,0.032919290,0,0
falcon1024,verify,256,100,15,0.208929811,0.000505704,0.190495729,0.000363811,0.203074251,0.000571034,0.185141543,0.000339998,0.005855560,0.000762769,0.005354186,0.000497953,9.738942171,0.017802517,0,0
falcon1024,verify,10000,100,15,0.208947978,0.000520452,0.190566957,0.000318904,0.203149050,0.000571742,0.185183986,0.000347418,0.005798928,0.000773149,0.005382971,0.000471592,9.740756114,0.011191161,0,0
falcon1024,verify,10000000,100,15,0.400265150,0.000642942,0.381187586,0.000496856,0.225411942,0.000558099,0.207396329,0.000320627,0.174853208,0.000851381,0.173791257,0.000591327,39.656184686,0.038147896,0,0
falcon1024,all,256,100,15,0.181559712,0.010010907,0.163151100,0.009820006,0.054602802,0.000583030,0.038049457,0.000315824,0.126956910,0.010027870,0.125101643,0.009825083,9.739761371,0.006195094,0,0
falcon1024,all,10000,100,15,0.181941878,0.009733695,0.163424414,0.009990139,0.054749301,0.000524600,0.038039057,0.000264367,0.127192577,0.009747821,0.125385357,0.009993636,9.742453029,0.009953338,0,0
falcon1024,all,10000000,100,15,0.542311928,0.011973005,0.523550314,0.011961054,0.077038688,0.000592441,0.060380086,0.000265040,0.465273240,0.011987653,0.463170228,0.011963990,39.919850057,0.042606195,0,0
RSA,keygen,-,100,15,1.901367735,0.581745864,1.883246500,0.581339755,0.054319154,0.000587394,0.037777200,0.000217349,1.847048581,0.581746161,1.845469300,0.581339796,9.013306514,0.070154672,0,0
RSA,sign,256,100,15,0.219619768,0.000571934,0.202013129,0.000348389,0.199454641,0.000592044,0.181738371,0.000280844,0.020165127,0.000823180,0.020274758,0.000447491,9.211611429,0.011922868,0,0
RSA,sign,10000,100,15,0.219593483,0.000492955,0.202136000,0.000245372,0.199459817,0.000469634,0.181855714,0.000219799,0.020133666,0.000680853,0.020280286,0.000329422,9.213015771,0.008901014,0,0
RSA,sign,10000000,100,15,0.352026635,0.000521274,0.334307300,0.000352256,0.221865827,0.000579265,0.204268114,0.000277350,0.130160808,0.000779278,0.130039186,0.000448338,19.209420800,0.042341224,0,0
RSA,verify,256,100,15,0.202919591,0.000505454,0.185420871,0.000189491,0.199543728,0.000598790,0.181868871,0.000327350,0.003375863,0.000783603,0.003552000,0.000378239,9.213542400,0.008886759,0,0
RSA,verify,10000,100,15,0.203209972,0.000580902,0.185601329,0.000295470,0.199855915,0.000559748,0.182183843,0.000369754,0.003354057,0.000806700,0.003417486,0.000473308,9.213776457,0.009804784,0,0
RSA,verify,10000000,100,15,0.335217411,0.000532979,0.317591671,0.000322523,0.222086656,0.000501839,0.204476700,0.000301293,0.113130755,0.000732058,0.113114971,0.000441360,19.204096000,0.039857344,0,0
RSA,all,256,100,15,1.933179734,0.672566522,1.915120143,0.672403719,0.054383649,0.000513345,0.037879814,0.000156920,1.878796085,0.672566718,1.877240329,0.672403737,9.164741486,0.047872628,0,0
RSA,all,10000,100,15,1.990864422,0.635725515,1.973063729,0.635487569,0.054789120,0.000654303,0.037970914,0.000230622,1.936075302,0.635725852,1.935092815,0.635487611,9.165911771,0.041865195,0,0
RSA,all,10000000,100,15,2.395347359,0.621228626,2.376991043,0.621279556,0.076827352,0.000537180,0.060297943,0.000267973,2.318520007,0.621228858,2.316693100,0.621279614,19.151199086,0.016830449,0,0
EC,keygen,-,100,15,0.070470446,0.000563690,0.053000486,0.000179213,0.054442173,0.000611853,0.037778857,0.000222368,0.016028273,0.000831932,0.015221629,0.000285596,9.211552914,0.007136949,0,0
EC,sign,256,100,15,0.209314015,0.000460243,0.191883057,0.000198117,0.199431607,0.000484131,0.182139171,0.000262806,0.009882408,0.000667987,0.009743886,0.000329116,9.214771200,0.002547951,0,0
EC,sign,10000,100,15,0.209504813,0.000518950,0.192035243,0.000281348,0.199590929,0.000535030,0.182265586,0.000223286,0.009913884,0.000745363,0.009769657,0.000359184,9.215707429,0.005847823,0,0
EC,sign,10000000,100,15,0.342003279,0.000652144,0.324266829,0.000305937,0.221871631,0.000556424,0.204535443,0.000262140,0.120131648,0.000857263,0.119731386,0.000402883,19.218607543,0.060103406,0,0
EC,verify,256,100,15,0.203750738,0.000583964,0.186364786,0.000294563,0.199534703,0.000543394,0.182185771,0.000239737,0.004216035,0.000797679,0.004179015,0.000379791,9.212489143,0.008520391,0,0
EC,verify,10000,100,15,0.203714913,0.000510368,0.186353686,0.000232982,0.199690805,0.000648876,0.182358771,0.000287111,0.004024108,0.000825540,0.003994915,0.000369748,9.207808000,0.019413384,0,0
EC,verify,10000000,100,15,0.336033956,0.000546329,0.318373171,0.000280224,0.221905276,0.000571513,0.204696743,0.000309841,0.114128680,0.000790634,0.113676428,0.000417764,19.176945371,0.005995640,0,0
EC,all,256,100,15,0.075563686,0.000633061,0.058125814,0.000295118,0.054712454,0.000588450,0.038047043,0.000275818,0.020851232,0.000864315,0.020078771,0.000403943,9.217053257,0.007692548,0,0
EC,all,10000,100,15,0.075848494,0.000721633,0.058304386,0.000333558,0.054458842,0.000532502,0.037988786,0.000259360,0.021389652,0.000896835,0.020315600,0.000422526,9.214946743,0.007303406,0,0
EC,all,10000000,100,15,0.317313843,0.000627361,0.299426371,0.000326719,0.077184033,0.000581911,0.060447929,0.000302776,0.240129810,0.000855688,0.238978442,0.000445442,19.189408914,0.031786763,0,0
