algorithm,operation,size,reps,trim_pct,trim_wall_s_raw,std_wall_s_raw,trim_cpu_s_raw,std_cpu_s_raw,trim_wall_s_base,std_wall_s_base,trim_cpu_s_base,std_cpu_s_base,net_wall_s,std_net_wall_s,net_cpu_s,std_net_cpu_s,trim_mem_mb_raw,std_mem_mb_raw,trim_mem_mb_base,std_mem_mb_base,net_mem_mb,std_net_mem_mb
sphincssha2128ssimple,verify,256,100,15,0.219866743,0.000691494,0.201533629,0.000433793,0.202831210,0.000712273,0.184817171,0.000391540,0.017035533,0.000992722,0.016716458,0.000584363,9.741516800,0.021028870,9.487623314,0.002154218,0.253893486,0.021138922
sphincssha2128ssimple,verify,100000,100,15,0.223004757,0.000661438,0.204545571,0.000422758,0.202943295,0.000693340,0.184994329,0.000382729,0.020061462,0.000958238,0.019551242,0.000570268,10.008283429,0.008753649,9.491836343,0.012818444,0.516447086,0.015522206
sphincssha2128ssimple,verify,100000000,100,15,2.147102304,0.001940879,2.126715186,0.001698961,0.433639538,0.000821173,0.415480814,0.000648486,1.713462766,0.002107448,1.711234372,0.001818517,310.217698743,0.056246686,109.650388114,0.040683285,200.567310629,0.069417717
sphincssha2128ssimple,all,256,100,15,7.534516723,0.005465758,7.513367586,0.005578733,0.054516679,0.000893095,0.037867329,0.000276422,7.480000044,0.005538242,7.475500257,0.005585577,9.738766629,0.046273590,8.173977600,0.017158195,1.564789029,0.049352293
sphincssha2128ssimple,all,100000,100,15,7.547457581,0.003501260,7.526607714,0.003151017,0.054724620,0.000657796,0.038254600,0.000418707,7.492732961,0.003562516,7.488353114,0.003178714,10.007113143,0.024578827,8.411545600,0.035676763,1.595567543,0.043323783
sphincssha2128ssimple,all,100000000,100,15,12.247764172,0.005976409,12.223236671,0.006094176,0.285982228,0.000711053,0.269101057,0.000530315,11.961781944,0.006018560,11.954135614,0.006117206,310.339232914,0.026022373,108.547159771,0.037670884,201.792073143,0.045784925
sphincssha2128fsimple,keygen,-,100,15,0.085714748,0.000777188,0.067793300,0.000372016,0.054400798,0.000687955,0.037964000,0.000368363,0.031313950,0.001037932,0.029829300,0.000523533,9.478378057,0.007635441,8.165844114,0.002542492,1.312533943,0.008047622
sphincssha2128fsimple,sign,256,100,15,0.528515402,0.000965620,0.509389914,0.000414971,0.202316769,0.000737781,0.184218971,0.000345486,0.326198633,0.001215213,0.325170943,0.000539964,9.732330057,0.017008545,9.480309029,0.010615330,0.252021028,0.020049335
sphincssha2128fsimple,sign,100000,100,15,0.532007873,0.001258625,0.512537129,0.000465120,0.202809569,0.000656204,0.184635329,0.000303944,0.329198304,0.001419416,0.327901800,0.000555624,10.034380800,0.042939962,9.491309714,0.028436919,0.543071086,0.051502414
sphincssha2128fsimple,sign,100000000,100,15,3.546853713,0.002552959,3.525001471,0.002179854,0.434011454,0.001068669,0.415678771,0.000816146,3.112842259,0.002767608,3.109322700,0.002327629,310.266090057,0.097618039,109.639387429,0.039309549,200.626702628,0.105235556
sphincssha2128fsimple,verify,256,100,15,0.232610289,0.000641779,0.214282357,0.000352314,0.203169466,0.000632833,0.185154300,0.000368554,0.029440823,0.000901309,0.029128057,0.000509860,9.756964571,0.010674718,9.500672000,0.006188362,0.256292571,0.012338777
sphincssha2128fsimple,verify,100000,100,15,0.235813848,0.000728006,0.217418443,0.000461668,0.203589678,0.000659319,0.185483643,0.000388739,0.032224170,0.000982189,0.031934800,0.000603536,10.018113829,0.012933367,9.515125029,0.034594231,0.502988800,0.036932815
sphincssha2128fsimple,verify,100000000,100,15,2.160585964,0.001840802,2.140071357,0.001702242,0.435011954,0.000855021,0.416634629,0.000599787,1.725574010,0.002029683,1.723436728,0.001804819,310.220448914,0.047232191,109.666655086,0.042963415,200.553793828,0.063849314
sphincssha2128fsimple,all,256,100,15,0.426878826,0.000739747,0.408673214,0.000475423,0.054519440,0.000812297,0.037783829,0.000185597,0.372359386,0.001098659,0.370889385,0.000510366,9.745554286,0.012121506,8.175147886,0.019594684,1.570406400,0.023040889
sphincssha2128fsimple,all,100000,100,15,0.432253397,0.001021274,0.413696186,0.000639120,0.054575421,0.000610529,0.038083629,0.000259713,0.377677976,0.001189851,0.375612557,0.000689873,10.010858057,0.013645359,8.425120914,0.009401109,1.585737143,0.016570355
sphincssha2128fsimple,all,100000000,100,15,5.142754944,0.002636553,5.120086500,0.002901358,0.286555871,0.001118779,0.269593586,0.000703548,4.856199073,0.002864102,4.850492914,0.002985441,310.336190171,0.032505167,108.511466057,0.071053999,201.824724114,0.078136142
mldsa87,keygen,-,100,15,0.072110511,0.000840815,0.054340043,0.000412881,0.054354388,0.000710826,0.037813743,0.000363399,0.017756123,0.001101019,0.016526300,0.000550027,9.225771886,0.023764095,8.170057143,0.009587874,1.055714743,0.025625369
mldsa87,sign,256,100,15,0.219087255,0.001668565,0.200339071,0.001290842,0.202434390,0.000667034,0.184541829,0.000436725,0.016652865,0.001796954,0.015797242,0.001362719,9.493767314,0.016697008,9.377499429,0.110583362,0.116267885,0.111836801
mldsa87,sign,100000,100,15,0.221417483,0.001990605,0.202344186,0.001744989,0.202924300,0.000682497,0.185064671,0.000428767,0.018493183,0.002104355,0.017279515,0.001796894,9.995059200,0.028442964,9.487213714,0.001692830,0.507845486,0.028493295
mldsa87,sign,100000000,100,15,2.115443429,0.002338359,2.095820029,0.002251992,0.434120576,0.000836529,0.416170429,0.000731237,1.681322853,0.002483486,1.679649600,0.002367736,310.168605257,0.020773936,109.606502400,0.033707303,200.562102857,0.039594680
mldsa87,verify,256,100,15,0.209138102,0.000559181,0.191105729,0.000316333,0.202515527,0.000588176,0.184691171,0.000293564,0.006622575,0.000811563,0.006414558,0.000431563,9.492772571,0.002372160,9.399851886,0.109655924,0.092920685,0.109681579
mldsa87,verify,100000,100,15,0.211062238,0.000606701,0.193168557,0.000374527,0.202739958,0.000673088,0.185062986,0.000330832,0.008322280,0.000906164,0.008105571,0.000499720,9.755443200,0.005506411,9.493006629,0.007612661,0.262436571,0.009395380
mldsa87,verify,100000000,100,15,2.106551488,0.001937541,2.087028529,0.001947946,0.434234927,0.000772388,0.416280200,0.000628460,1.672316561,0.002085821,1.670748329,0.002046816,310.153625600,0.031528754,109.618848914,0.026328912,200.534776686,0.041076440
mldsa87,all,256,100,15,0.088130647,0.002160951,0.070048500,0.002033782,0.054275237,0.000484732,0.037859271,0.000193457,0.033855410,0.002214650,0.032189229,0.002042962,9.483936914,0.015396944,8.174621257,0.022111976,1.309315657,0.026944487
mldsa87,all,100000,100,15,0.090670316,0.002088892,0.072705871,0.001648516,0.054611039,0.000645184,0.038114457,0.000304661,0.036059277,0.002186260,0.034591414,0.001676432,9.831160686,0.078940109,8.421434514,0.014468829,1.409726172,0.080255142
mldsa87,all,100000000,100,15,3.650273045,0.003648985,3.629216643,0.003402187,0.286533956,0.000861600,0.269750300,0.000603637,3.363739089,0.003749326,3.359466343,0.003455323,310.176446171,0.025780443,108.536919771,0.052444758,201.639526400,0.058438719
mldsa65,keygen,-,100,15,0.071194434,0.000720759,0.053673600,0.000350375,0.054835790,0.001011864,0.037735029,0.000280473,0.016358644,0.001242321,0.015938571,0.000448807,9.222670629,0.018778926,8.173626514,0.014235885,1.049044115,0.023564984
mldsa65,sign,256,100,15,0.217867853,0.002077582,0.198961071,0.001497087,0.202058454,0.000599628,0.184187586,0.000310347,0.015809399,0.002162383,0.014773485,0.001528916,9.488559543,0.010728436,9.297217829,0.093689012,0.191341714,0.094301274
mldsa65,sign,100000,100,15,0.219555527,0.001580284,0.200967500,0.001285843,0.202331364,0.000630963,0.184627243,0.000336463,0.017224163,0.001701591,0.016340257,0.001329135,9.754038857,0.014908209,9.483644343,0.003615856,0.270394514,0.015340440
mldsa65,sign,100000000,100,15,2.116468480,0.002903681,2.096153714,0.002394432,0.434685403,0.000999179,0.416521357,0.000577793,1.681783077,0.003070785,1.679632357,0.002463158,310.151226514,0.036740072,109.616683886,0.013603547,200.534542628,0.039177664
mldsa65,verify,256,100,15,0.208333188,0.000584949,0.190247743,0.000364783,0.202518338,0.000606479,0.184663100,0.000400222,0.005814850,0.000842604,0.005584643,0.000541520,9.489729829,0.002698249,9.333204114,0.106462416,0.156525715,0.106496604
mldsa65,verify,100000,100,15,0.210465934,0.000639865,0.192440429,0.000330874,0.202816918,0.000544000,0.184941100,0.000352442,0.007649016,0.000839859,0.007499329,0.000483418,9.749708800,0.007157604,9.488091429,0.003727489,0.261617371,0.008070035
mldsa65,verify,100000000,100,15,2.106925900,0.001771699,2.087383200,0.001596270,0.434414491,0.000805972,0.416462543,0.000556935,1.672511409,0.001946409,1.670920657,0.001690637,310.125831314,0.056466107,109.606970514,0.034075653,200.518860800,0.065951280
mldsa65,all,256,100,15,0.085428353,0.001612771,0.067534871,0.001303597,0.054437776,0.000536174,0.037928657,0.000279389,0.030990577,0.001699563,0.029606214,0.001333200,9.476154514,0.004169126,8.170817829,0.012493485,1.305336685,0.013170755
mldsa65,all,100000,100,15,0.089395795,0.001373052,0.071419614,0.001150520,0.054645501,0.000686726,0.038140543,0.000254659,0.034750294,0.001535208,0.033279071,0.001178366,9.745437257,0.014234909,8.424477257,0.010423815,1.320960000,0.017643371
mldsa65,all,100000000,100,15,3.650561816,0.003404525,3.630125343,0.003232227,0.286507457,0.000748230,0.269779557,0.000512755,3.364054359,0.003485777,3.360345786,0.003272646,310.148300800,0.019307893,108.540430629,0.053199673,201.607870171,0.056595052
mldsa44,keygen,-,100,15,0.070924735,0.000761264,0.053341543,0.000405664,0.054453389,0.000664050,0.037841729,0.000391531,0.016471346,0.001010191,0.015499814,0.000563791,9.216175543,0.008749879,8.171520000,0.012687159,1.044655543,0.015411826
mldsa44,sign,256,100,15,0.217329586,0.001697314,0.198313286,0.001055270,0.202595071,0.000625999,0.184789900,0.000351612,0.014734515,0.001809074,0.013523386,0.001112307,9.488325486,0.013078654,9.248241371,0.052114543,0.240084115,0.053730594
mldsa44,sign,100000,100,15,0.219149065,0.001411724,0.200335529,0.000916901,0.202937467,0.000606111,0.185240043,0.000367818,0.016211598,0.001536338,0.015095486,0.000987926,9.747894857,0.009258891,9.480777143,0.001976800,0.267117714,0.009467566
mldsa44,sign,100000000,100,15,2.115319702,0.002137927,2.095635300,0.002186680,0.435623605,0.000913755,0.417228643,0.000618214,1.679696097,0.002325012,1.678406657,0.002272390,310.146135771,0.028726404,109.606619429,0.025938878,200.539516342,0.038704414
mldsa44,verify,256,100,15,0.208691795,0.000682055,0.190463257,0.000446886,0.202687510,0.000635977,0.184992114,0.000343433,0.006004285,0.000932559,0.005471143,0.000563607,9.483585829,0.005653324,9.241687771,0.037740206,0.241898058,0.038161279
mldsa44,verify,100000,100,15,0.210366674,0.000576994,0.192463014,0.000342264,0.203352274,0.000587775,0.185443314,0.000346732,0.007014400,0.000823651,0.007019700,0.000487204,9.747485257,0.004209340,9.477324800,0.019939802,0.270160457,0.020379260
mldsa44,verify,100000000,100,15,2.107822981,0.002002860,2.088092471,0.001860699,0.435286680,0.000823296,0.417239114,0.000565346,1.672536301,0.002165471,1.670853357,0.001944689,310.122144914,0.057709578,109.600416914,0.037506394,200.521728000,0.068826775
mldsa44,all,256,100,15,0.083089607,0.001078359,0.065241386,0.000707416,0.054366293,0.000512780,0.037937914,0.000201626,0.028723314,0.001194069,0.027303472,0.000735588,9.476739657,0.003747934,8.171754057,0.014066518,1.304985600,0.014557264
mldsa44,all,100000,100,15,0.087245309,0.001329457,0.069152643,0.000843146,0.054663650,0.000577593,0.038235571,0.000304573,0.032581659,0.001449507,0.030917072,0.000896471,9.743447771,0.012001126,8.426057143,0.007679894,1.317390628,0.014248080
mldsa44,all,100000000,100,15,3.650193868,0.003333888,3.628576757,0.003208303,0.287225766,0.000832796,0.270413414,0.000553065,3.362968102,0.003436329,3.358163343,0.003255624,310.088089600,0.045005515,108.550495086,0.032978748,201.537594514,0.055795109
falcon512,keygen,-,100,15,0.108791283,0.006118947,0.090150300,0.006149894,0.054310377,0.000690184,0.037667100,0.000207964,0.054480906,0.006157748,0.052483200,0.006153409,9.478378057,0.007175780,8.177722514,0.023583844,1.300655543,0.024651359
falcon512,sign,256,100,15,0.214893481,0.000673227,0.196231843,0.000295595,0.201347531,0.000683141,0.183583143,0.000363171,0.013545950,0.000959123,0.012648700,0.000468262,9.742218971,0.003927596,9.228405029,0.025526905,0.513813942,0.025827290
falcon512,sign,100000,100,15,0.217443593,0.000797057,0.198326443,0.000345706,0.202110977,0.000582213,0.184245543,0.000375505,0.015332616,0.000987052,0.014080900,0.000510408,10.009102629,0.013197628,9.478963200,0.001650230,0.530139429,0.013300400
falcon512,sign,100000000,100,15,2.114220914,0.001939753,2.093731871,0.001858419,0.433897434,0.001002752,0.415755000,0.000861299,1.680323480,0.002183610,1.677976871,0.002048306,310.391603200,0.045827049,109.595092114,0.038903675,200.796511086,0.060113346
falcon512,verify,256,100,15,0.207779096,0.000748333,0.189266814,0.000407350,0.201572824,0.000522466,0.183791043,0.000383583,0.006206272,0.000912674,0.005475771,0.000559527,9.738766629,0.011960536,9.222553600,0.014684131,0.516213029,0.018938799
falcon512,verify,100000,100,15,0.209687718,0.000626937,0.191198014,0.000368146,0.202182461,0.000635331,0.184405086,0.000344150,0.007505257,0.000892578,0.006792928,0.000503955,10.000910629,0.010205427,9.478495086,0.005344757,0.522415543,0.011520294
falcon512,verify,100000000,100,15,2.109535187,0.002465785,2.089234371,0.001843982,0.434460656,0.000985794,0.416524643,0.000663431,1.675074531,0.002655539,1.672709728,0.001959696,310.183116800,0.032763176,109.591815314,0.048726174,200.591301486,0.058716827
falcon512,all,256,100,15,0.118953976,0.005994889,0.100358671,0.006043896,0.054453599,0.000654287,0.037917729,0.000267541,0.064500377,0.006030488,0.062440942,0.006049815,9.725483886,0.030717371,8.170934857,0.013254880,1.554549029,0.033455175
falcon512,all,100000,100,15,0.121872045,0.005819760,0.102930629,0.005809023,0.054571008,0.000591652,0.038064286,0.000236310,0.067301037,0.005849757,0.064866343,0.005813828,10.001963886,0.005335650,8.423189943,0.016139317,1.578773943,0.016998433
falcon512,all,100000000,100,15,3.683336016,0.005012526,3.662099943,0.005151428,0.286903838,0.000682354,0.270067714,0.000566313,3.396432178,0.005058757,3.392032229,0.005182463,310.307225600,0.022740433,108.549734400,0.038779146,201.757491200,0.044954971
falcon1024,keygen,-,100,15,0.168987483,0.011558467,0.150360929,0.011256235,0.054603712,0.000874096,0.037992871,0.000420167,0.114383771,0.011591471,0.112368058,0.011264074,9.574282971,0.102312632,8.175440457,0.016151365,1.398842514,0.103579637
falcon1024,sign,256,100,15,0.217754054,0.000900214,0.198850029,0.000366324,0.202752881,0.000705255,0.184755057,0.000372924,0.015001173,0.001143578,0.014094972,0.000522748,9.995234743,0.028586524,9.477617371,0.012819122,0.517617372,0.031329208
falcon1024,sign,100000,100,15,0.219658782,0.000803677,0.200809143,0.000450986,0.203507225,0.000673942,0.185463486,0.000426888,0.016151557,0.001048854,0.015345657,0.000620984,10.268847543,0.001769085,9.482122971,0.001968876,0.786724572,0.002646910
falcon1024,sign,100000000,100,15,2.116268044,0.001789398,2.095636971,0.001418112,0.435212954,0.000931225,0.416904243,0.000660581,1.681055090,0.002017207,1.678732728,0.001564420,310.463458743,0.046969913,109.620721371,0.013520692,200.842737372,0.048877212
falcon1024,verify,256,100,15,0.209055321,0.000594407,0.190555129,0.000400463,0.203138915,0.000596452,0.185171400,0.000334464,0.005916406,0.000842066,0.005383729,0.000521763,9.735665371,0.025055340,9.482708114,0.004157446,0.252957257,0.025397922
falcon1024,verify,100000,100,15,0.211324354,0.000834453,0.192660229,0.000455036,0.203285774,0.000603681,0.185416414,0.000375429,0.008038580,0.001029924,0.007243815,0.000589919,10.005065143,0.011606954,9.485107200,0.005141030,0.519957943,0.012694549
falcon1024,verify,100000000,100,15,2.107728239,0.002070313,2.087823800,0.001884204,0.435739693,0.000998872,0.417435571,0.000714474,1.671988546,0.002298682,1.670388229,0.002015117,310.199559314,0.042956624,109.628035657,0.016411961,200.571523657,0.045985041
falcon1024,all,256,100,15,0.184121806,0.010949293,0.165302914,0.011168469,0.054731304,0.000522985,0.038139543,0.000354944,0.129390502,0.010961776,0.127163371,0.011174108,9.740522057,0.007276723,8.172339200,0.016904070,1.568182857,0.018403757
falcon1024,all,100000,100,15,0.184405203,0.010783201,0.165856414,0.010613521,0.054852567,0.000651474,0.038351471,0.000387263,0.129552636,0.010802863,0.127504943,0.010620584,10.188039314,0.012543430,8.422429257,0.014522385,1.765610057,0.019189510
falcon1024,all,100000000,100,15,3.749752673,0.013227096,3.728222943,0.012922368,0.287001737,0.000744109,0.270180086,0.000488503,3.462750936,0.013248010,3.458042857,0.012931598,310.478613943,0.043825707,108.540957257,0.051219281,201.937656686,0.067409994
RSA,keygen,-,100,15,2.183195798,0.724698633,2.164749914,0.723889020,0.054671171,0.001092958,0.037823300,0.000367513,2.128524627,0.724699457,2.126926614,0.723889113,8.997332114,0.066105970,8.177137371,0.019440562,0.820194743,0.068905259
RSA,sign,256,100,15,0.219792369,0.000904610,0.202048443,0.000358012,0.199407293,0.000726331,0.181852314,0.000296429,0.020385076,0.001160119,0.020196129,0.000464804,9.218165029,0.005389091,9.201722514,0.032385424,0.016442515,0.032830748
RSA,sign,100000,100,15,0.221025007,0.000635648,0.203434414,0.000324214,0.199704993,0.000564899,0.182126371,0.000327977,0.021320014,0.000850388,0.021308043,0.000461176,9.218925714,0.007384757,9.213600914,0.007843021,0.005324800,0.010772540
RSA,sign,100000000,100,15,1.543931323,0.001120687,1.525092929,0.000609873,0.432175145,0.000981640,0.414168714,0.000704226,1.111756178,0.001489818,1.110924215,0.000931600,109.392398629,0.040505862,109.344299886,0.021800314,0.048098743,0.045999767
RSA,verify,256,100,15,0.202992578,0.000724634,0.185580100,0.000345662,0.199592065,0.000655283,0.182029343,0.000403985,0.003400513,0.000976980,0.003550757,0.000531682,9.210207086,0.014214519,9.199440457,0.036929476,0.010766629,0.039570680
RSA,verify,100000,100,15,0.204327352,0.000730043,0.186752214,0.000283293,0.199700631,0.000689828,0.182123343,0.000281355,0.004626721,0.001004403,0.004628871,0.000399269,9.217345829,0.004049518,9.214010514,0.007973691,0.003335315,0.008943061
RSA,verify,100000000,100,15,1.527078042,0.001015426,1.508386571,0.000643745,0.432307331,0.000999335,0.414377343,0.000722644,1.094770711,0.001424697,1.094009228,0.000967792,109.392340114,0.041925388,109.353428114,0.013125975,0.038912000,0.043932100
RSA,all,256,100,15,2.060014674,0.648730159,2.041716557,0.648525057,0.054674144,0.000672116,0.038099829,0.000334024,2.005340530,0.648730507,2.003616728,0.648525143,9.157485714,0.047384582,8.170993371,0.012781130,0.986492343,0.049078059
RSA,all,100000,100,15,1.966599059,0.683472040,1.948381043,0.683631259,0.054645629,0.000637093,0.038233686,0.000348083,1.911953430,0.683472337,1.910147357,0.683631348,9.213893486,0.002585169,8.408444343,0.036686380,0.805449143,0.036777351
RSA,all,100000000,100,15,4.725611478,0.737566863,4.704688614,0.737359651,0.286573908,0.000707397,0.269857800,0.000512362,4.439037570,0.737567202,4.434830814,0.737359829,109.335230171,0.018410174,108.541893486,0.052402187,0.793336685,0.055542090
EC,keygen,-,100,15,0.070332327,0.000717062,0.053130929,0.000362320,0.054467905,0.000913440,0.037691757,0.000283022,0.015864422,0.001161271,0.015439172,0.000459758,9.210499657,0.011561828,8.173977600,0.014717211,1.036522057,0.018715559
EC,sign,256,100,15,0.209258569,0.000597226,0.191818943,0.000308682,0.199362161,0.000616838,0.182179986,0.000321942,0.009896408,0.000858585,0.009638957,0.000446017,9.215063771,0.002804301,9.211611429,0.009233533,0.003452342,0.009649986
EC,sign,100000,100,15,0.210970490,0.000748215,0.193407571,0.000367340,0.199762999,0.000593722,0.182639514,0.000335706,0.011207491,0.000955160,0.010768057,0.000497632,9.222319543,0.018100021,9.218223543,0.009347752,0.004096000,0.020371333
EC,sign,100000000,100,15,1.533350258,0.000761849,1.514751814,0.000550299,0.431852553,0.000845897,0.414205986,0.000568738,1.101497705,0.001138400,1.100545828,0.000791386,109.407495314,0.058636644,109.363200000,0.025278312,0.044295314,0.063853340
EC,verify,256,100,15,0.203797277,0.000669929,0.186381086,0.000406289,0.199702730,0.000634893,0.182369400,0.000393261,0.004094547,0.000922981,0.004011686,0.000565442,9.213776457,0.007660874,9.210616686,0.011825015,0.003159771,0.014089712
EC,verify,100000,100,15,0.205346333,0.000812613,0.187992371,0.000452826,0.200030261,0.000529862,0.182729457,0.000339421,0.005316072,0.000970100,0.005262914,0.000565913,9.219978971,0.012970912,9.216175543,0.005376184,0.003803428,0.014040937
EC,verify,100000000,100,15,1.527554287,0.000920294,1.508982800,0.000660121,0.431685858,0.000929709,0.414136257,0.000680368,1.095868429,0.001308167,1.094846543,0.000947977,109.355242057,0.006934530,109.362848914,0.022290571,-0.007606857,0.023344320
EC,all,256,100,15,0.075442745,0.000703543,0.057995843,0.000373282,0.054598961,0.000555138,0.038090114,0.000353077,0.020843784,0.000896187,0.019905729,0.000513812,9.217521371,0.007151535,8.176552229,0.022393183,1.040969142,0.023507426
EC,all,100000,100,15,0.077949778,0.000607697,0.060506386,0.000332903,0.054656315,0.000542095,0.038130486,0.000239333,0.023293463,0.000814348,0.022375900,0.000410006,9.276971886,0.086447536,8.422253714,0.012950678,0.854718172,0.087412222
EC,all,100000000,100,15,2.490606093,0.000936196,2.471099271,0.000672683,0.286653304,0.000808291,0.269733043,0.000563681,2.203952789,0.001236850,2.201366228,0.000877632,109.398367086,0.047683058,108.541191314,0.050289202,0.857175772,0.069301355
